session_id	start_time	sec	min	category	events
0605192ede462b1-2399-4ad0-874e-12a7d2afad03_3	27.08.2019 0:57	700	11	Coding	actions_GotoClass , searchEverywhere_dialogOpen , actions_$SelectAll , file.types.usage_TypeScript , actions_Find , actions_$SelectAll , actions_EditorBackSpace , actions_com.intellij.find.editorHeaderActions.SwitchToFind , actions_EditorPaste , actions_com.intellij.find.editorHeaderActions.NextOccurrenceAction , actions_EditorCopy , actions_Find , actions_$SelectAll , actions_EditorBackSpace , file.types.usage_TypeScript , actions_EditorChooseLookupItem , actions_EditorChooseLookupItem , actions_GotoDeclaration , actions_EditorEnter , actions_EditorPaste , actions_ShowIntentionActions , intentions_com.intellij.lang.typescript.intentions.TypeScriptAddImportStatementFix , actions_ShowIntentionActions , intentions_com.intellij.lang.javascript.linter.tslint.fix.TsLintErrorFixAction , actions_$Delete , ui.dialogs_com.intellij.ide.util.DeleteHandler$2 , ui.dialogs_com.intellij.ide.util.DeleteHandler$2 , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , ui.dialogs_com.intellij.refactoring.safeDelete.UnsafeUsagesDialog , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , ui.dialogs_com.intellij.refactoring.safeDelete.UnsafeUsagesDialog , ui.dialogs_com.intellij.ide.util.DeleteHandler$2 , toolwindow_Find , file.types.usage_PLAIN_TEXT , actions_FindUsages , ui.dialogs_com.intellij.find.findUsages.CommonFindUsagesDialog , toolwindow_Find , file.types.usage_TypeScript , actions_EditorLineEnd , actions_EditorLineStartWithSelection , actions_EditorBackSpace , actions_ShowIntentionActions , intentions_com.intellij.lang.typescript.intentions.TypeScriptAddImportStatementFix , actions_com.intellij.ui.ScrollingUtil$5 , actions_Tree-selectChild , actions_EditorLineEnd , actions_ShowIntentionActions , intentions_com.intellij.lang.javascript.linter.tslint.fix.TsLintErrorFixAction , actions_Tree-selectChild , file.types.usage_TypeScript , actions_EditorLineEnd , actions_EditorLineStartWithSelection , actions_EditorBackSpace , actions_ShowIntentionActions , actions_com.intellij.ui.ScrollingUtil$5 , actions_Tree-selectNext , actions_Tree-selectPrevious , actions_Tree-selectChild , file.types.usage_TypeScript , actions_EditorLineEnd , actions_EditorLineStartWithSelection , actions_EditorBackSpace , actions_ShowIntentionActions , intentions_com.intellij.lang.typescript.intentions.TypeScriptAddImportStatementFix , actions_com.intellij.ui.ScrollingUtil$5 , actions_Tree-selectChild , file.types.usage_TypeScript , actions_GotoDeclaration , actions_EditorLineEnd , actions_EditorLineStartWithSelection , actions_EditorBackSpace , actions_ShowIntentionActions , intentions_com.intellij.lang.typescript.intentions.TypeScriptAddImportStatementFix , actions_com.intellij.ui.ScrollingUtil$5 , actions_Tree-selectChild , actions_Tree-selectPrevious , actions_Tree-selectChild , actions_EditorLineStartWithSelection , actions_EditorBackSpace , actions_ShowIntentionActions , intentions_com.intellij.lang.typescript.intentions.TypeScriptAddImportStatementFix , actions_com.intellij.ui.ScrollingUtil$5 , actions_ShowIntentionActions , intentions_com.intellij.lang.javascript.linter.tslint.fix.TsLintErrorFixAction , actions_ShowIntentionActions , intentions_com.intellij.lang.javascript.linter.tslint.fix.TsLintErrorFixAction , actions_ShowIntentionActions , intentions_com.intellij.lang.javascript.linter.tslint.fix.TsLintErrorFixAction , actions_ShowIntentionActions , intentions_com.intellij.lang.javascript.linter.tslint.fix.TsLintErrorFixAction , toolwindow_Event_Log , actions_$Delete , ui.dialogs_com.intellij.ide.util.DeleteHandler$2 , ui.dialogs_com.intellij.ide.util.DeleteHandler$2 , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , ui.dialogs_com.intellij.ide.util.DeleteHandler$2 , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , toolwindow_Find , toolwindow_Event_Log , actions_$Delete , ui.dialogs_com.intellij.ide.util.DeleteHandler$2 , ui.dialogs_com.intellij.ide.util.DeleteHandler$2 , actions_$Undo , actions_$Redo , toolwindow_Find , actions_SearchEverywhere , searchEverywhere_dialogOpen , actions_DoubleShortcut , toolwindow_Event_Log , searchEverywhere_dialogOpen , actions_SearchEverywhere , actions_DoubleShortcut , actions_com.intellij.openapi.project.DumbAwareAction$1 , searchEverywhere_contributorItemChosen , file.types.usage_TypeScript , actions_EditorCopy , actions_EditorRight , actions_EditorDown , actions_EditorUp , actions_EditorLeft , actions_EditorPaste , actions_EditorBackSpace , actions_EditorEnter , file.types.usage_TypeScript , actions_EditorUnindentSelection , actions_EditorTab , actions_EditorIndentSelection , actions_SaveAll
02051926fb9b42a-6dd7-45ec-81cd-c81704ce1a34_0	26.08.2019 1:25	111	1	VCS, coding	actions_Vcs.UpdateProject , ui.dialogs_com.intellij.openapi.vcs.update.ActionInfo$1$1 , ui.dialogs_com.intellij.openapi.vcs.update.ActionInfo$1$1 , toolbar_Vcs.UpdateProject , toolwindow_Project , file.types.usage_Dockerfile , actions_EditorBackSpace , actions_EditorBackSpace , actions_CheckinProject , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , ui.dialogs_com.intellij.openapi.vcs.changes.ui.DefaultCommitChangeListDialog , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , actions_EditorBackSpace , file.types.usage_PLAIN_TEXT , actions_EditorBackSpace , actions_EditorBackSpace , actions_EditorEnter , actions_EditorBackSpace , actions_EditorBackSpace , ui.dialogs_com.intellij.openapi.vcs.changes.ui.DefaultCommitChangeListDialog , toolbar_CheckinProject , actions_Vcs.Push , ui.dialogs_com.intellij.dvcs.push.ui.VcsPushDialog , ui.dialogs_com.intellij.dvcs.push.ui.VcsPushDialog
0504193718889d6-bec9-4107-88cf-7d59cdc0b07c_11	30.08.2019 8:55	13	0	ide start	event.log_whitelist.loaded , lifecycle_ide.start , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opened , ui.tips_dialog.shown , ui.dialogs_com.intellij.ide.util.TipDialog , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opening.finished , ui.dialogs_com.intellij.ide.util.TipDialog , kotlin.maven.target_jvm
0605192ede462b1-2399-4ad0-874e-12a7d2afad03_6	27.08.2019 17:58	5	0	coding	actions_GotoClass , searchEverywhere_dialogOpen , actions_EditorBackSpace , actions_com.intellij.ui.ScrollingUtil$5 , actions_com.intellij.ui.ScrollingUtil$6 , actions_com.intellij.ui.ScrollingUtil$5 , actions_com.intellij.ui.ScrollingUtil$6 , actions_com.intellij.openapi.project.DumbAwareAction$1 , file.types.usage_TypeScript
0204191e842bcea-5c91-4563-a9d0-d1d837ab2d3c_8	29.08.2019 14:58	634	10	RD	toolwindow_Run , actions_Stop , toolbar_Stop , toolwindow_Run
0104192bcd2c894-4889-4916-afd4-18e12b6a6c37_27	29.08.2019 21:23	259	4	Terminal, coding	actions_HideActiveWindow , toolbar_HideActiveWindow , searchEverywhere_dialogOpen , actions_GotoSymbol , productivity_SearchEverywhere , actions_com.intellij.openapi.fileEditor.impl.EditorTabbedContainer$CloseTab , actions_GotoDeclaration , productivity_navigation.goto.declaration , actions_GotoDeclaration , productivity_navigation.goto.declaration , actions_CloseProject , lifecycle_project.closed , toolwindow_Project , toolwindow_Terminal , toolwindow_Project , toolwindow_Terminal , toolwindow_Terminal , toolwindow_Terminal
0104191caf974e5-a295-40b9-a321-6fab335cfbb2_11	29.08.2019 8:31	11	0	Coding	actions_FindInPath , ui.dialogs_com.intellij.find.impl.FindPopupPanel$2 , actions_EditorPaste , actions_com.intellij.ui.ScrollingUtil$11 , actions_com.intellij.find.impl.FindPopupPanel$MyEnterAction , ui.dialogs_com.intellij.find.impl.FindPopupPanel$2 , file.types.usage_JavaScript , ui.dialogs_com.intellij.find.impl.FindPopupPanel$2 , actions_ShowSettings , ui.dialogs_com.intellij.openapi.options.newEditor.SettingsDialog , ui.settings_com.intellij.ide.ui.AppearanceConfigurable , ui.dialogs_com.intellij.openapi.options.newEditor.SettingsDialog , ui.settings_com.intellij.ide.ui.AppearanceConfigurable
020419222a9bf3e-eb65-4962-b0bc-aff7ef712116_10	29.08.2019 13:23	806	13	Coding, RD	productivity_editing.completion.second.basic , actions_EditorLineStartWithSelection , actions_EditorBackSpace , productivity_editing.select.word , actions_EditorChooseLookupItem , productivity_editing.completion.basic , actions_EditorPreviousWord , actions_EditorChooseLookupItem , productivity_editing.completion.basic , actions_EditorLineEndWithSelection , actions_EditorLeftWithSelection , actions_EditorBackSpace , actions_EditorDown , actions_CodeCompletion , productivity_editing.completion.basic , productivity_editing.completion.second.basic , actions_EditorUp , actions_EditorChooseLookupItem , actions_EditorLeft , file.types.usage_Kotlin , actions_ShowIntentionActions , intentions_org.jetbrains.kotlin.idea.quickfix.QuickFixWithDelegateFactory , actions_SaveAll , actions_EditorBackSpace , actions_SaveAll , actions_Rerun , toolbar_Rerun , run.configuration.exec_SpringBootApplicationConfigurationType , toolwindow_Messages , toolwindow_Run , actions_Stop , toolbar_Stop , actions_EditorBackSpace , actions_EditorNextWord , file.types.usage_Kotlin , actions_EditorEscape , actions_SaveAll , actions_Rerun , toolbar_Rerun , run.configuration.exec_SpringBootApplicationConfigurationType , toolwindow_Messages , toolwindow_Run , actions_EditorDown , actions_EditorUp , actions_EditorDown , actions_EditorEnter , actions_EditorDown , file.types.usage_Kotlin , actions_EditorUp , actions_EditorChooseLookupItem , productivity_editing.completion.basic , actions_EditorRight , actions_CodeCompletion , productivity_editing.completion.basic , actions_EditorDown , actions_EditorChooseLookupItem , actions_EditorEnter , actions_EditorDown , actions_EditorUp , actions_EditorDown , actions_EditorChooseLookupItem , productivity_editing.completion.basic , actions_EditorEnter , actions_$Undo , actions_EditorEnter , actions_EditorChooseLookupItem , productivity_editing.completion.basic , actions_ParameterInfo , actions_EditorEscape , actions_EditorEnter , actions_EditorDown , actions_EditorChooseLookupItem , productivity_editing.completion.basic , file.types.usage_Kotlin , actions_EditorScrollDown , actions_EditorLineEnd , actions_EditorEnter , actions_EditorBackSpace , actions_EditorEnter , actions_EditorChooseLookupItemReplace , productivity_editing.completion.replace , productivity_editing.completion.basic , actions_EditorEscape , actions_EditorUp , actions_EditorBackSpace , actions_EditorBackSpace , actions_EditorEscape , actions_EditorDown , actions_EditorBackSpace , actions_EditorRight , actions_EditorEnter , actions_EditorBackSpace , actions_CodeCompletion , productivity_editing.completion.basic , actions_EditorChooseLookupItem , actions_EditorUp , actions_EditorNextWord , actions_EditorLeft , actions_EditorNextWordWithSelection , actions_EditorRightWithSelection , actions_EditorCopy , actions_EditorDown , actions_EditorPaste , file.types.usage_Kotlin , actions_EditorBackSpace , actions_EditorChooseLookupItem , productivity_editing.completion.basic , actions_EditorChooseLookupItem , productivity_editing.completion.basic , actions_EditorBackSpace , actions_SaveAll , actions_ReformatCode , actions_SaveAll , productivity_editing.select.word , file.types.usage_Kotlin , actions_EditorDown , actions_EditorChooseLookupItem , productivity_editing.completion.basic , actions_SaveAll , actions_Rerun , toolbar_Rerun , run.configuration.exec_SpringBootApplicationConfigurationType , toolwindow_Messages , toolwindow_Run , actions_EditorBackSpace , actions_EditorCut , actions_ReformatCode , actions_EditorEnter , file.types.usage_Kotlin , actions_EditorEnter , actions_EditorUp , actions_EditorEnter , actions_EditorBackSpace , actions_EditorEnter , actions_EditorUp , actions_EditorDown , actions_EditorBackSpace , actions_EditorLineStartWithSelection , actions_EditorChooseLookupItemReplace , productivity_editing.completion.replace , productivity_editing.completion.basic , actions_EditorChooseLookupItem , productivity_editing.completion.basic , actions_EditorEnter , actions_EditorUp , actions_EditorLineStart , actions_EditorLineEndWithSelection , actions_EditorCopy , actions_EditorDown , actions_EditorPaste , actions_EditorPreviousWord , actions_EditorPreviousWordWithSelection , actions_EditorBackSpace , actions_EditorLineEnd , actions_EditorEnter , actions_EditorPaste , actions_EditorPreviousWordWithSelection , actions_EditorBackSpace , file.types.usage_Kotlin , actions_EditorEscape , actions_EditorDown , actions_EditorUp , actions_EditorEnter , actions_EditorBackSpace , toolwindow_Project , file.types.usage_Kotlin , actions_EditorDown , actions_EditorChooseLookupItem , productivity_editing.completion.basic , actions_EditorBackSpace , actions_EditorChooseLookupItemReplace , productivity_editing.completion.replace , productivity_editing.completion.basic , actions_EditorRight , actions_EditorDown , actions_EditorChooseLookupItem , productivity_editing.completion.basic , actions_EditorUp , actions_EditorEnter , actions_EditorBackSpace , actions_EditorDown , actions_EditorChooseLookupItem , productivity_editing.completion.basic , actions_EditorBackSpace , actions_EditorRight , actions_EditorEnter , actions_EditorChooseLookupItem , productivity_editing.completion.basic , actions_EditorDown , actions_EditorEnter , actions_Generate , actions_EditorRight , actions_EditorEnter , actions_EditorUp , actions_EditorEnter , actions_EditorChooseLookupItemReplace , productivity_editing.completion.replace , productivity_editing.completion.basic , actions_EditorDown , file.types.usage_Kotlin , actions_EditorChooseLookupItemReplace , productivity_editing.completion.replace , productivity_editing.completion.basic , actions_SaveAll , actions_EditorEscape , actions_Run , toolbar_Run , run.configuration.exec_SpringBootApplicationConfigurationType , toolwindow_Messages , actions_EditorBackSpace , actions_EditorNextWordWithSelection , actions_EditorBackSpace , productivity_editing.completion.basic , actions_CodeCompletion , actions_EditorBackSpace , actions_EditorBackSpace , actions_EditorChooseLookupItem , productivity_editing.completion.basic , actions_SaveAll , actions_Run , toolbar_Run , run.configuration.exec_SpringBootApplicationConfigurationType , toolwindow_Messages , actions_EditorBackSpace , actions_EditorDown , actions_EditorLineEnd , file.types.usage_Kotlin , actions_EditorBackSpace , actions_SaveAll , actions_Run , toolbar_Run , run.configuration.exec_SpringBootApplicationConfigurationType , toolwindow_Run , productivity_editing.select.word , actions_EditorEnter , actions_OverrideMethods , ui.dialogs_com.intellij.ide.util.MemberChooser , actions_Tree-selectNext , ui.dialogs_com.intellij.ide.util.MemberChooser , actions_EditorRight , actions_EditorNextWord , actions_EditorPreviousWord , actions_EditorNextWordWithSelection , actions_EditorBackSpace , actions_EditorChooseLookupItemReplace , productivity_editing.completion.replace , productivity_editing.completion.basic , file.types.usage_Kotlin , actions_EditorChooseLookupItemReplace , productivity_editing.completion.replace , productivity_editing.completion.basic , actions_SaveAll , actions_Rerun , toolbar_Rerun , run.configuration.exec_SpringBootApplicationConfigurationType , toolwindow_Run , productivity_editing.select.word , actions_EditorBackSpace , actions_EditorNextWord , actions_EditorLineEnd , actions_EditorChooseLookupItem , productivity_editing.completion.basic , actions_SaveAll , actions_Rerun , toolbar_Rerun , run.configuration.exec_SpringBootApplicationConfigurationType , toolwindow_Run
05041924abf1ca6-0615-427f-94de-af131c6ef58e_5	29.08.2019 8:36	25	0	Coding	actions_WindowMenu , actions_$LRU , actions_com.intellij.ide.ReopenProjectAction , actions_FindInPath , ui.dialogs_com.intellij.find.impl.FindPopupPanel$2 , actions_EditorBackSpace , productivity_editing.select.word , actions_EditorCopy , actions_EditorLeft , actions_EditorNextWordWithSelection , actions_EditorPreviousWordWithSelection , actions_EditorCopy , actions_third.party , ui.dialogs_com.intellij.find.impl.FindPopupPanel$2
08041910359d5be-823c-4f05-a7e4-4aed91a42a85_12	29.08.2019 3:46	56	0	RD, ide close	ui.dialogs_com.intellij.ide.util.TipDialog , actions_Run , toolbar_Run , run.configuration.exec_JUnit , toolwindow_Run , ui.dialogs_com.intellij.openapi.ui.messages.MessageDialog , lifecycle_ide.close , lifecycle_project.closed
0804192958638da-7ee5-48df-89da-830768e6049c_0	28.08.2019 14:07	98	1	ide start, db	lifecycle_ide.start , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opened , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , productivity_db.console , productivity_db.console , ui.tips_shown.automatically , ui.dialogs_com.intellij.ide.util.TipDialog , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opening.finished , ui.dialogs_com.intellij.ide.util.TipDialog , actions_GotoClass , productivity_SearchEverywhere , searchEverywhere_dialogOpen , actions_com.intellij.ui.ScrollingUtil$5 , actions_com.intellij.openapi.project.DumbAwareAction$1 , file.types.usage_JAVA , actions_FindUsages , ui.dialogs_com.intellij.find.findUsages.FindClassUsagesDialog , toolwindow_Find , file.types.usage_JAVA
09041911e600539-e34e-4bfc-98a5-f5598e52bd6f_14	29.08.2019 9:31	241	4	ide start, coding	event.log_whitelist.loaded , lifecycle_ide.start , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opened , toolwindow_Project , ui.tips_dialog.shown , ui.dialogs_com.intellij.ide.util.TipDialog , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opened , toolwindow_Project , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opened , toolwindow_Project , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opening.finished , lifecycle_project.opening.finished , lifecycle_project.opening.finished , kotlin.maven.target_jvm , ui.dialogs_com.intellij.openapi.options.newEditor.SettingsDialog , actions_com.intellij.ui.CommonActionsPanel$MyActionButton , ui.dialogs_com.intellij.application.options.pathMacros.PathMacroEditor , actions_$SelectAll , actions_EditorCopy , ui.dialogs_com.intellij.application.options.pathMacros.PathMacroEditor , toolbar_com.intellij.ui.CommonActionsPanel$MyActionButton , actions_com.intellij.ui.CommonActionsPanel$MyActionButton , ui.dialogs_com.intellij.application.options.pathMacros.PathMacroEditor , actions_EditorPaste , ui.dialogs_com.intellij.application.options.pathMacros.PathMacroEditor , toolbar_com.intellij.ui.CommonActionsPanel$MyActionButton , ui.settings_com.intellij.openapi.project.impl.UndefinedMacrosConfigurable , ui.dialogs_com.intellij.openapi.options.newEditor.SettingsDialog
